HouseID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,house_value
9031,-118.6,34.02,36,2043,467,606,326,500001
9032,-118.62,34.06,25,3546,584,1530,601,500001
9033,-118.66,34.02,23,8798,1465,2750,1208,500001
9034,-117.76,34.71,15,2981,625,1694,540,106700
9035,-117.84,34.63,5,6739,1251,4614,1266,115100
9036,-117.78,34.58,6,10263,1864,6163,1781,120000
9037,-117.96,34.71,32,3511,646,1733,510,123900
9038,-118.09,34.74,34,1218,285,797,248,104800
9039,-118.06,34.71,14,2606,514,1228,512,150000
9040,-118.09,34.68,4,23386,4171,10493,3671,144000
9041,-118.11,34.68,6,7430,1184,3489,1115,140100
9042,-118.12,34.69,17,2479,390,1219,363,125700
9043,-118.12,34.68,12,5319,875,2439,779,131500
9044,-118.13,34.69,34,2156,397,1269,388,96800
9045,-118.13,34.68,28,718,124,347,121,102600
9046,-118.1,34.65,33,873,177,425,142,187500
9047,-118.09,34.71,5,5807,1182,2602,1007,159400
9048,-118.1,34.7,5,10356,1647,4562,1427,141100
9049,-118.09,34.7,6,4558,804,1543,563,138500
9050,-118.1,34.71,16,3914,819,1524,795,137500
9051,-118.12,34.71,26,4230,823,2789,793,104000
9052,-118.12,34.71,46,40,10,14,7,225000
9053,-118.12,34.7,7,4915,885,2833,874,130000
9054,-118.13,34.7,34,1943,500,1078,446,93800
9055,-118.13,34.69,32,3670,765,1986,673,108800
9056,-118.12,34.69,27,3019,501,1580,523,113500
9057,-118.14,34.68,31,2666,662,1337,602,101100
9058,-118.14,34.69,35,2118,374,1108,360,100300
9059,-118.14,34.68,33,2815,485,1447,489,119600
9060,-118.14,34.68,25,1703,342,775,309,126500
9061,-118.16,34.68,17,2994,832,1571,695,85400
9062,-118.15,34.69,32,1300,234,712,249,107500
9063,-118.16,34.68,9,4303,900,2240,861,110900
9064,-118.15,34.67,5,12317,2953,6291,2654,146900
9065,-118.14,34.65,20,1257,201,551,186,247200
9066,-118.14,34.72,15,2181,361,1057,300,118100
9067,-118.16,34.71,27,6007,998,2680,882,117200
9068,-118.15,34.71,36,1338,250,709,250,101400
9069,-118.14,34.71,33,2347,461,1482,374,93000
9070,-118.14,34.71,32,1164,248,588,270,86900
9071,-118.15,34.71,35,1503,309,842,300,97700
9072,-118.14,34.7,36,1205,317,678,290,98400
9073,-118.14,34.7,12,1984,614,1071,574,102100
9074,-118.15,34.7,36,2696,454,1192,452,116300
9075,-118.16,34.7,33,2918,494,1365,478,127700
9076,-118.16,34.69,35,3114,583,1974,545,126800
9077,-118.14,34.69,34,1439,327,708,298,100000
9078,-118.14,34.69,48,1379,327,696,304,94900
9079,-118.28,34.76,19,3430,601,1817,571,163600
9080,-118.19,34.77,16,2035,370,704,330,146400
9081,-118.2,34.69,5,9076,1503,7694,1278,163400
9082,-118.17,34.69,12,4881,803,2188,724,171900
9083,-118.17,34.68,13,5341,773,2288,724,185600
9084,-118.19,34.67,8,11275,1822,5731,1692,167900
9085,-118.17,34.67,5,8352,1555,3723,1389,140300
9086,-118.19,34.65,33,1781,326,913,314,126800
9087,-118.17,34.66,9,1561,253,731,233,173200
9088,-118.22,34.67,28,2357,408,1162,384,179700
9089,-118.23,34.66,25,2627,387,1059,338,138200
9090,-118.22,34.66,17,3810,662,1867,586,152400
9091,-118.21,34.65,17,4001,814,2313,756,140100
9092,-118.23,34.65,17,1827,348,766,335,136300
9093,-118.27,34.68,19,552,129,314,106,185400
9094,-118.29,34.65,18,6893,1372,2837,1221,218400
9095,-118.32,34.62,31,1398,273,884,299,264900
9096,-118.38,34.58,18,1859,375,913,372,148900
9097,-118.61,34.73,25,3080,587,1558,510,156700
9098,-118.4,34.7,10,4122,814,2164,710,151600
9099,-117.92,34.63,34,81,26,53,14,137500
9100,-117.92,34.59,7,681,125,485,104,125600
9101,-117.93,34.57,5,5613,1060,3569,999,132700
9102,-117.9,34.53,8,3484,647,2169,619,135800
9103,-117.96,34.53,10,2907,559,1681,531,141000
9104,-117.98,34.53,13,2815,535,1492,491,135700
9105,-118.09,34.63,31,1537,416,1239,397,99200
9106,-118.02,34.62,38,248,55,261,53,96900
9107,-118.18,34.63,19,3562,606,1677,578,228100
9108,-118.17,34.61,7,2465,336,978,332,292200
9109,-118.16,34.6,2,11008,1549,4098,1367,204400
9110,-118.12,34.6,33,2189,497,1459,443,94500
9111,-118.15,34.59,33,2111,429,1067,397,111400
9112,-118.16,34.6,5,7294,1139,3123,930,154100
9113,-118.21,34.56,12,2472,408,1048,380,262100
9114,-118.22,34.63,4,14348,2145,5839,1806,222400
9115,-118.21,34.64,16,2573,427,1273,426,181100
9116,-118.12,34.58,13,2614,650,1949,537,102600
9117,-118.13,34.58,29,2370,475,1746,483,113500
9118,-118.14,34.57,6,9882,1892,4892,1621,167600
9119,-118.12,34.56,5,6446,1154,3427,1104,148500
9120,-118.1,34.58,32,1489,306,774,267,103500
9121,-118.1,34.58,29,2843,603,1517,573,106900
9122,-118.1,34.57,7,20377,4335,11973,3933,138100
9123,-118.09,34.57,4,9761,1683,4970,1535,142900
9124,-118.08,34.58,5,1113,186,631,168,146600
9125,-118.07,34.58,34,3416,601,1929,567,107400
9126,-118.06,34.58,36,1493,258,899,260,109300
9127,-118.08,34.58,12,3851,857,2169,811,116300
9128,-118.07,34.56,5,10264,1821,5871,1790,145500
9129,-118.08,34.56,14,5144,887,2846,824,137200
9130,-118.03,34.58,4,9849,1780,4546,1598,154300
9131,-118.02,34.57,4,10655,1706,5391,1529,151300
9132,-118.01,34.55,2,2701,530,1368,430,137400
9133,-118.08,34.55,5,16181,2971,8152,2651,141800
9134,-118.07,34.51,14,2798,459,1236,404,239900
9135,-118.37,34.43,11,17339,2866,8721,2803,225200
9136,-118.4,34.41,22,4443,560,1573,496,500001
9137,-118.35,34.52,14,3490,592,1710,580,333300
9138,-118.22,34.52,7,4524,735,2298,717,311600
9139,-118.26,34.5,6,5813,908,2275,790,340400
9140,-118.27,34.46,10,2184,405,1119,370,294000
9141,-118.13,34.44,10,2726,465,1773,459,319100
9142,-117.89,34.49,12,3449,598,1502,540,150800
9143,-117.96,34.48,32,1896,342,806,299,159400
9144,-117.79,34.45,18,2986,597,1355,472,165000
9145,-118.46,34.4,12,25957,4798,10475,4490,195300
9146,-118.5,34.45,25,1290,190,689,216,220200
9147,-118.5,34.52,3,6577,1056,3032,1004,251800
9148,-118.48,34.47,36,84,12,29,17,187500
9149,-118.5,34.46,17,10267,,4956,1483,239400
9150,-118.52,34.44,26,934,148,519,162,185000
9151,-118.53,34.44,19,3013,507,1356,484,233200
9152,-118.53,34.45,26,828,149,508,158,185500
9153,-118.53,34.44,19,1285,195,650,193,217800
9154,-118.52,34.46,5,15341,2527,7270,2320,236200
9155,-118.53,34.45,10,5509,969,3002,959,220100
9156,-118.51,34.43,15,8510,1258,3733,1233,253700
9157,-118.46,34.42,25,2988,525,1884,513,169500
9158,-118.44,34.5,5,1514,220,1355,215,359000
9159,-118.45,34.44,16,13406,2574,7030,2440,187900
9160,-118.49,34.43,15,8244,1409,4453,1357,199600
9161,-118.49,34.42,23,4166,756,2082,743,213400
9162,-118.48,34.42,21,1375,259,728,258,229000
9163,-118.47,34.42,17,913,228,530,201,238500
9164,-118.47,34.42,25,3223,524,1763,508,183000
9165,-118.43,34.42,13,3600,580,1799,576,218300
9166,-118.43,34.43,5,21113,4386,9842,3886,194600
9167,-118.55,34.44,14,15348,2366,7087,2169,237700
9168,-118.56,34.42,2,966,270,233,169,450000
9169,-118.61,34.59,5,4028,896,2062,826,167100
9170,-118.7,34.53,5,14275,2474,7158,2311,236300
9171,-118.66,34.43,9,2356,469,1556,386,155000
9172,-118.59,34.47,5,538,98,8733,105,154600
9173,-118.61,34.31,4,1949,458,868,398,285200
9174,-118.52,34.39,21,5477,1275,3384,1222,228100
9175,-118.53,34.38,18,2288,607,2305,597,136100
9176,-118.54,34.38,18,2096,309,1044,328,262100
9177,-118.52,34.4,5,7748,1557,4768,1393,311200
9178,-118.53,34.37,8,3839,852,1342,593,333700
9179,-118.54,34.37,27,2051,301,917,287,323700
9180,-118.52,34.36,5,4222,712,2024,646,500001
9181,-118.55,34.37,21,7010,1063,3331,1038,278100
9182,-118.56,34.37,23,3927,728,1984,707,202600
9183,-118.55,34.41,8,21086,3945,9936,3790,265100
9184,-118.55,34.38,24,6246,1028,2803,999,282900
9185,-118.56,34.41,4,17313,3224,6902,2707,320900
9186,-118.55,34.39,16,8726,1317,3789,1279,323300
9187,-118.61,34.38,2,5989,883,1787,613,329500
9188,-117.86,34.24,52,803,267,628,225,14999
9189,-118.12,34.23,52,433,69,147,53,162500
9190,-118.35,34.32,52,102,29,54,32,191700
9191,-118.38,34.3,39,1622,355,903,314,183000
9192,-118.29,34.36,34,503,99,275,68,375000
9193,-119.53,37.34,26,4047,702,571,199,179500
9194,-119.51,37.32,14,362,78,88,39,214300
9195,-119.56,37.29,14,2391,451,798,308,114600
9196,-119.45,37.21,17,3538,726,1603,629,95600
9197,-119.65,37.09,17,1280,254,707,267,106300
9198,-119.59,37.39,19,3273,611,1164,481,106500
9199,-119.66,37.39,10,2106,410,1003,397,124100
9200,-119.68,37.35,13,2307,386,925,347,119800
9201,-119.72,37.38,16,2131,424,989,369,103700
9202,-119.65,37.32,11,2161,448,820,405,122300
9203,-119.64,37.31,15,2654,530,1267,489,104400
9204,-119.6,37.29,13,1722,325,712,269,137500
9205,-119.62,37.33,7,3389,621,1268,474,147800
9206,-119.91,37.23,17,2171,389,1042,375,94400
9207,-119.85,37.1,8,828,168,413,146,80700
9208,-119.68,37.19,10,3113,589,1508,512,96100
9209,-119.77,37.19,8,5212,872,2383,857,113600
9210,-119.67,37.27,13,5087,981,2284,913,123100
9211,-120.31,37.11,38,1696,301,985,278,112500
9212,-120.35,37.04,37,1495,292,858,275,46300
9213,-120.25,37.04,21,1724,317,1006,290,91700
9214,-120.16,37.12,29,1995,392,1261,354,79200
9215,-120.27,37.11,18,1277,234,674,238,75900
9216,-120.25,37.11,20,2062,466,1285,456,50500
9217,-120.26,37.11,33,1097,254,627,253,50700
9218,-120.27,37.12,42,1142,236,597,210,52300
9219,-120.27,37.12,36,1219,258,639,245,57000
9220,-120.27,37.12,17,3328,628,1580,619,81500
9221,-120.26,37.13,33,1239,250,648,227,58800
9222,-120.43,36.99,16,1027,199,673,193,63800
9223,-120.29,36.88,34,1391,297,943,281,83900
9224,-120.06,36.95,24,646,134,454,149,61900
9225,-120.06,36.94,19,901,183,700,190,64300
9226,-120.04,36.93,11,3606,699,2074,644,63300
9227,-120.05,36.95,18,2287,534,1339,505,65200
9228,-120.21,36.98,21,1667,303,861,276,92200
9229,-120.16,36.96,18,508,104,393,114,156300
9230,-120.11,36.96,17,3344,570,1624,536,95300
9231,-120.08,37.06,18,402,76,213,71,95800
9232,-120.09,37,11,3761,675,2374,673,74600
9233,-120.06,37.02,13,6301,1080,3840,1033,84900
9234,-119.94,37.04,14,1636,253,766,225,88500
9235,-120.09,37.02,9,1608,297,1057,295,81600
9236,-119.95,36.96,18,1996,379,1327,356,96000
9237,-120.02,36.95,25,2115,482,1976,474,53900
9238,-119.9,36.94,11,2513,408,1360,415,98500
9239,-119.85,36.97,13,2872,477,1607,481,102400
9240,-119.88,36.93,12,3174,520,1590,488,101200
9241,-119.87,36.93,13,1429,209,702,205,111800
9242,-120.07,36.98,12,1790,379,1399,397,59600
9243,-120.06,36.98,12,2710,575,1724,516,60400
9244,-120.05,36.98,16,3705,739,2463,697,61800
9245,-120.05,36.97,20,2029,427,983,401,47100
9246,-120.06,36.97,38,1542,364,1220,334,52800
9247,-120.07,36.97,28,1563,403,1564,408,48000
9248,-120.07,36.96,34,1457,239,557,226,96500
9249,-120.08,36.97,13,3356,589,1458,601,94200
9250,-120.1,36.96,20,2100,317,910,274,90900
9251,-120.09,36.95,16,3222,511,1425,503,119400
9252,-120.08,36.96,36,2074,349,954,363,73800
9253,-120.08,36.95,41,1164,211,476,171,70700
9254,-120.07,36.97,27,968,240,587,231,55000
9255,-120.06,36.97,35,1859,428,1208,399,61700
9256,-120.05,36.96,37,1000,261,1092,233,52300
9257,-120.05,36.95,31,696,254,913,248,52500
9258,-120.06,36.96,44,1288,295,723,287,61400
9259,-120.07,36.96,42,963,216,471,211,66100
9260,-120.07,36.96,32,1268,283,549,273,65200
9261,-120.04,36.97,20,2129,526,1845,522,51600
9262,-120.04,36.96,23,2126,506,2091,491,51800
9263,-120.04,36.95,36,1528,347,1334,304,48300
9264,-119.98,36.9,26,1284,239,820,254,62300
9265,-119.81,36.92,14,4795,710,2047,640,121300
9266,-119.98,36.86,31,2366,482,1933,433,65000
9267,-120.13,36.87,32,2089,468,1765,427,61700
9268,-122.49,38.1,43,1226,244,491,205,307000
9269,-122.54,38.14,16,4431,603,1659,630,392100
9270,-122.55,38.1,26,5188,892,2341,906,255600
9271,-122.62,38.15,14,2259,341,1127,346,334900
9272,-122.59,38.13,20,1589,231,601,224,290900
9273,-122.58,38.15,9,1302,177,682,190,423200
9274,-122.57,38.11,24,2863,734,1583,682,215300
9275,-122.57,38.11,32,3521,748,1706,723,228600
9276,-122.59,38.12,25,7784,1145,3445,1166,287900
9277,-122.58,38.12,13,5027,871,1912,770,309500
9278,-122.6,38.11,19,1752,328,873,336,201600
9279,-122.6,38.11,23,8642,1294,3594,1253,301500
9280,-122.65,38.11,21,3891,616,1968,632,279200
9281,-122.61,38.09,18,6205,821,2311,756,368700
9282,-122.58,38.1,22,11872,2300,5600,2200,276300
9283,-122.58,38.08,27,10839,1637,4406,1623,285600
9284,-122.55,38.07,5,1495,235,555,201,345000
9285,-122.56,38.09,17,9614,2123,4684,2060,209800
9286,-122.56,38.06,19,15622,2721,6109,2615,295300
9287,-122.55,38.07,38,3392,709,1894,713,350800
9288,-122.41,38.07,20,4536,708,1812,701,435900
9289,-122.51,38.06,24,9493,1935,5162,1880,118800
9290,-122.53,38.01,16,1495,292,472,284,67500
9291,-122.44,38.03,13,4284,1042,2146,937,179200
9292,-122.45,38.01,36,4501,832,2196,800,252700
9293,-122.53,38.01,27,3121,531,1318,489,310900
9294,-122.51,38,17,2449,536,1157,543,274200
9295,-122.49,38,26,48,8,19,8,400000
9296,-122.55,38.03,29,7174,1169,3063,1172,293200
9297,-122.57,38.03,24,2330,322,911,320,387700
9298,-122.56,38.03,34,1887,290,815,283,324800
9299,-122.59,38.04,25,3412,455,1238,406,397300
9300,-122.57,38.02,33,9531,1487,3798,1409,314000
9301,-122.56,38.01,21,2144,400,840,398,239500
9302,-122.55,38.02,27,4985,711,1928,742,361500
9303,-122.55,38.01,27,3966,577,1657,611,342200
9304,-122.54,38,28,3416,826,1694,800,277000
9305,-122.55,38,18,3119,803,1395,722,301100
9306,-122.54,37.99,32,2236,348,818,330,444000
9307,-122.52,37.98,31,6555,1571,2962,1464,324200
9308,-122.54,37.98,52,1758,316,607,264,371900
9309,-122.55,37.99,34,3306,555,1398,585,319900
9310,-122.53,37.98,32,2390,336,810,354,500001
9311,-122.55,37.98,31,3807,828,1581,795,337500
9312,-122.51,37.99,32,4138,632,1541,626,433300
9313,-122.51,37.98,37,4801,699,1830,679,487800
9314,-122.51,37.97,37,4296,1089,2100,1025,329400
9315,-122.47,37.99,22,7274,1002,2468,957,439200
9316,-122.46,37.98,10,1325,189,427,162,500001
9317,-122.49,37.99,27,5470,755,1916,764,420800
9318,-122.49,37.98,34,1256,178,460,174,451700
9319,-122.53,37.97,52,205,119,228,132,200000
9320,-122.53,37.97,52,1560,451,700,419,270800
9321,-122.53,37.97,44,3595,953,1831,910,287500
9322,-122.54,37.97,39,4193,762,1833,737,352100
9323,-122.52,37.97,33,563,194,265,169,231300
9324,-122.51,37.96,39,3302,684,1574,653,263800
9325,-122.52,37.96,35,2012,346,818,352,331000
9326,-122.53,37.97,37,1340,322,621,314,268800
9327,-122.52,37.95,37,350,57,179,69,500001
9328,-122.53,37.96,35,908,194,413,197,290800
9329,-122.47,37.95,16,3769,839,1986,815,187500
9330,-122.5,37.96,16,100,20,45,25,212500
9331,-122.5,37.97,25,6526,1902,5917,1812,187500
9332,-122.64,38.01,36,1336,258,678,249,292000
9333,-122.64,38.01,36,1199,232,551,229,266700
9334,-122.68,38.01,41,1865,392,825,369,255400
9335,-122.7,38.03,42,1410,308,624,292,309100
9336,-122.65,38.01,40,1428,280,708,255,305400
9337,-122.59,37.97,46,4036,856,1872,833,275200
9338,-122.61,37.99,40,7737,1488,3108,1349,289600
9339,-122.62,37.97,52,370,62,150,56,316700
9340,-122.59,37.99,36,4869,871,1899,827,302000
9341,-122.6,38,21,2198,462,1100,449,246600
9342,-122.59,38.01,35,8814,1307,3450,1258,414300
9343,-122.57,37.99,45,2404,425,926,400,320100
9344,-122.57,37.99,38,5587,996,2466,1027,336900
9345,-122.57,37.98,49,2860,552,1178,522,355000
9346,-122.58,37.98,52,3675,649,1553,639,316300
9347,-122.58,37.98,52,1180,216,467,197,292200
9348,-122.56,37.98,36,2649,542,1111,557,345700
9349,-122.56,37.97,52,1833,324,735,306,398900
9350,-122.57,37.97,47,5416,1115,2177,1027,382100
9351,-122.55,37.97,52,2232,291,731,253,500001
9352,-122.57,37.96,52,3458,468,1449,471,500001
9353,-122.56,37.95,34,2677,411,933,410,500001
9354,-122.56,37.94,36,2023,242,653,241,500001
9355,-122.64,37.96,29,377,58,151,67,500001
9356,-122.54,37.96,44,1552,204,596,208,500001
9357,-122.54,37.96,33,2534,495,996,449,500001
9358,-122.54,37.95,38,2310,400,971,386,435700
9359,-122.52,37.95,33,4448,631,1675,628,468800
9360,-122.53,37.95,22,7446,1979,2980,1888,271300
9361,-122.53,37.96,36,4385,620,1549,626,470500
9362,-122.53,37.93,42,2171,362,887,347,393200
9363,-122.54,37.93,43,2998,470,970,430,431800
9364,-122.54,37.94,39,3670,775,1519,788,435200
9365,-122.54,37.94,26,3990,804,1550,792,405500
9366,-122.52,37.94,18,1804,284,600,241,500001
9367,-122.53,37.94,18,878,255,384,247,200000
9368,-122.52,37.93,34,2782,502,1219,507,333900
9369,-122.51,37.92,32,2622,541,1022,464,375000
9370,-122.52,37.92,24,421,64,163,75,500001
9371,-122.53,37.92,42,1741,301,723,306,410500
9372,-122.53,37.93,37,1722,352,648,337,310300
9373,-122.53,37.92,45,1530,324,608,328,390800
9374,-122.52,37.92,47,793,163,334,151,317800
9375,-122.5,37.92,32,2639,415,1013,408,349200
9376,-122.5,37.92,30,2270,359,974,351,300900
9377,-122.49,37.92,26,2170,347,849,318,386200
9378,-122.51,37.91,2,647,136,203,118,310000
9379,-122.48,37.93,16,2947,802,1385,743,318000
9380,-122.46,37.88,35,2492,409,812,373,500001
9381,-122.47,37.87,36,4471,618,1315,582,500001
9382,-122.45,37.91,27,2682,382,935,369,500001
9383,-122.5,37.91,31,7001,1282,2755,1267,441100
9384,-122.49,37.89,23,1650,403,541,336,500001
9385,-122.47,37.89,23,10774,1736,3895,1683,500001
9386,-122.45,37.9,30,3763,717,1292,632,500001
9387,-122.5,37.88,28,5448,1089,2100,1023,474600
9388,-122.51,37.89,27,2674,565,1233,547,458300
9389,-122.53,37.91,37,2524,398,999,417,500001
9390,-122.53,37.9,44,2846,551,1232,537,327200
9391,-122.54,37.9,48,2491,460,937,455,370000
9392,-122.54,37.91,48,2924,489,1159,505,489000
9393,-122.55,37.92,52,2303,350,859,359,500001
9394,-122.52,37.91,30,4174,739,1818,705,402900
9395,-122.52,37.89,17,4363,1041,1640,989,417600
9396,-122.52,37.9,16,1704,402,689,348,267100
9397,-122.54,37.9,41,3170,622,1091,528,389200
9398,-122.55,37.9,34,1431,224,503,220,453400
9399,-122.56,37.9,48,1550,253,641,276,463500
9400,-122.56,37.91,52,1972,327,755,345,500001
9401,-122.56,37.92,37,1926,290,721,298,500001
9402,-122.55,37.91,48,1283,278,567,255,460000
9403,-122.53,37.88,25,4921,866,1913,834,413100
9404,-122.54,37.88,30,4382,732,1775,745,414400
9405,-122.53,37.87,20,1814,282,658,253,400000
9406,-122.53,37.88,36,2688,485,1064,449,308600
9407,-122.56,37.9,36,1760,283,562,246,402400
9408,-122.54,37.89,33,4971,836,1907,795,424400
9409,-122.53,37.89,35,4127,689,1596,707,400400
9410,-122.56,37.9,24,221,41,75,38,362500
9411,-122.51,37.87,21,3904,980,1949,919,258400
9412,-122.47,37.85,19,1926,593,881,546,140400
9413,-122.5,37.87,17,4333,947,1650,919,346100
9414,-122.49,37.86,35,2729,538,969,528,500001
9415,-122.49,37.86,52,2175,510,809,503,442000
9416,-122.48,37.86,52,3914,752,1177,670,500001
9417,-122.48,37.85,42,6297,1307,2096,1205,500001
9418,-122.49,37.85,38,240,29,63,34,500001
9419,-122.52,37.88,52,176,50,88,46,275000
9420,-122.62,37.85,30,833,164,358,143,493800
9421,-122.53,37.86,38,1183,196,628,205,478600
9422,-122.66,37.93,42,1505,324,553,277,350000
9423,-122.71,37.88,21,2845,552,599,250,495800
9424,-122.69,37.91,43,1730,326,629,279,238700
9425,-122.71,37.9,23,1250,257,437,188,242600
9426,-122.86,38.1,44,2602,509,691,343,261500
9427,-122.84,38.07,31,1858,367,701,297,270700
9428,-122.93,38.02,28,1284,265,628,219,200000
9429,-122.68,38.07,26,1445,244,510,207,430000
9430,-122.9,38.28,52,1275,218,627,185,163500
9431,-122.96,38.26,20,1982,358,308,132,240900
9432,-122.81,38.08,19,1615,366,815,337,238800
9433,-122.8,38.18,36,2378,476,957,362,253100
9434,-120.19,37.53,25,1470,341,706,283,71300
9435,-120.02,37.57,17,2116,425,909,319,113100
9436,-119.99,37.51,14,2878,617,1011,509,103800
9437,-119.95,37.47,32,1312,315,600,265,91500
9438,-119.98,37.43,12,2776,592,1236,489,105000
9439,-120.07,37.34,16,1667,372,762,283,87500
9440,-120.31,37.64,11,2403,497,890,344,120800
9441,-120.15,37.69,13,866,252,369,165,70200
9442,-120.02,37.72,17,2806,600,990,410,88100
9443,-119.81,37.67,24,172,42,79,30,93800
9444,-119.82,37.57,13,1713,340,643,241,92400
9445,-119.9,37.49,13,2230,443,920,361,112000
9446,-119.84,37.48,17,2582,553,1087,423,104200
9447,-119.8,37.5,15,989,184,406,151,121900
9448,-119.72,37.46,13,1999,375,750,308,96000
9449,-119.85,37.39,14,2744,555,1153,474,111100
9450,-119.55,37.75,30,2165,536,1500,414,55900
9451,-119.64,37.61,30,2857,661,291,135,164600
9452,-123.15,39.74,23,608,143,281,108,70000
9453,-123.24,39.81,25,1435,304,746,259,57900
9454,-123.23,39.77,25,2075,435,991,377,60300
9455,-123.47,39.8,18,2130,545,863,346,79200
9456,-123.71,39.88,42,1518,383,656,303,69800
9457,-123.84,39.83,19,1461,340,515,227,145800
9458,-123.58,39.66,15,1839,489,887,332,100000
9459,-123.5,39.67,22,2124,450,1122,446,71500
9460,-123.64,39.45,21,3359,677,1908,642,140700
9461,-123.79,39.5,24,1421,291,588,274,157300
9462,-123.8,39.47,28,2492,507,1202,460,150300
9463,-123.73,39.44,32,790,151,380,142,165000
9464,-123.84,39.46,47,1150,244,552,201,110400
9465,-123.8,39.46,35,1718,345,698,299,131600
9466,-123.8,39.44,52,1533,336,754,340,95000
9467,-123.79,39.44,49,2290,482,1201,479,113300
9468,-123.8,39.44,33,2024,459,1019,422,93600
9469,-123.79,39.44,36,1330,273,761,286,105800
9470,-123.79,39.44,16,2017,423,1177,414,116200
9471,-123.85,39.42,11,1804,506,895,451,150000
9472,-123.34,39.5,15,2342,535,1064,433,96600
9473,-123.4,39.46,10,4086,831,2111,758,104400
9474,-123.32,39.42,22,2085,432,1133,402,92600
9475,-123.38,39.37,18,3946,813,1899,730,124600
9476,-123.35,39.42,18,1619,346,904,295,77200
9477,-123.37,39.43,32,2780,470,1281,479,96000
9478,-123.36,39.41,46,1748,362,808,330,76900
9479,-123.35,39.4,27,1321,338,779,327,71800
9480,-123.36,39.4,21,1081,254,715,275,71500
9481,-123.34,39.39,18,2821,628,1636,615,84000
9482,-123.1,39.36,19,1056,248,611,226,105000
9483,-123.23,39.33,20,804,121,448,140,147100
9484,-123.15,39.31,19,1026,205,424,152,154200
9485,-123.11,39.32,20,2745,504,1421,430,137500
9486,-123.18,39.26,25,3066,570,1558,535,134200
9487,-123.22,39.28,16,5569,1106,3148,1088,142900
9488,-123.36,39.25,17,1087,254,522,202,144500
9489,-123.18,39.23,18,243,55,115,54,175000
9490,-123.21,39.2,17,3145,693,1560,647,149300
9491,-123.19,39.21,22,1542,291,821,285,118800
9492,-123.2,39.23,26,786,168,494,161,105400
9493,-123.75,39.37,16,1377,296,830,279,151400
9494,-123.85,39.39,23,4671,912,2095,857,140500
9495,-123.81,39.34,17,1981,371,773,325,277000
9496,-123.7,39.32,18,1652,352,711,292,213200
9497,-123.81,39.31,23,2754,577,887,432,225000
9498,-123.73,39.17,20,4620,1042,1745,794,158800
9499,-123.53,38.93,38,1706,355,506,211,165600
9500,-123.69,38.9,17,2206,478,1140,428,95300
9501,-123.59,38.8,17,5202,1037,1742,803,176100
9502,-123.54,39.17,18,2251,510,1032,369,101000
9503,-123.39,38.99,28,1416,294,812,258,109400
9504,-123.36,39.01,35,1551,321,857,288,115400
9505,-123.21,39.18,17,2772,576,1501,584,142100
9506,-123.34,39.1,24,5372,1051,3002,992,131100
9507,-123.21,39.07,17,1890,342,877,312,159800
9508,-123.22,39.15,45,1348,265,639,270,115200
9509,-123.22,39.16,32,1149,187,499,208,154600
9510,-123.23,39.13,33,1176,211,529,217,144000
9511,-123.22,39.15,36,1166,216,504,203,122100
9512,-123.21,39.15,52,1370,258,617,228,112900
9513,-123.21,39.14,39,1419,262,661,278,114600
9514,-123.21,39.13,27,1531,266,822,234,127400
9515,-123.2,39.16,14,1908,484,1195,467,82300
9516,-123.22,39.16,29,6121,1222,3595,1189,109600
9517,-123.2,39.15,27,990,238,592,225,96200
9518,-123.19,39.15,16,2577,495,1232,488,125600
9519,-123.21,39.15,31,2685,675,1367,626,108900
9520,-123.2,39.14,17,1620,396,878,399,109200
9521,-123.2,39.13,26,1474,417,1065,401,84400
9522,-123.21,39.14,15,2235,545,1376,516,100000
9523,-123.1,39.15,32,1143,208,454,188,116100
9524,-123.17,39.18,14,2240,327,1030,308,214900
9525,-123.17,39.15,30,1904,331,816,325,161900
9526,-123.16,39.13,33,1320,303,1048,303,94700
9527,-123.16,39.1,31,418,82,327,81,120800
9528,-123.19,39.12,38,267,57,196,60,70000
9529,-123.15,38.94,22,2163,436,1048,358,95800
9530,-123.1,38.97,36,1211,247,697,251,94900
9531,-120.46,37.51,22,2704,497,1432,399,83100
9532,-120.68,37.47,33,1028,226,658,197,66300
9533,-120.75,37.44,27,2295,424,1252,350,123200
9534,-120.76,37.44,18,2003,398,1333,411,90500
9535,-120.77,37.42,27,949,224,888,241,72800
9536,-120.79,37.43,17,2534,517,1764,502,80700
9537,-120.79,37.41,35,2436,466,1730,469,85900
9538,-120.71,37.39,11,1479,341,1476,327,73800
9539,-120.71,37.39,40,680,160,785,175,72700
9540,-120.69,37.4,46,860,130,496,147,137500
9541,-120.74,37.33,30,2390,470,1409,428,81300
9542,-120.75,37.37,32,1656,317,1037,286,88800
9543,-120.73,37.38,37,653,176,827,176,64400
9544,-120.72,37.38,22,1311,319,1455,340,67300
9545,-120.73,37.38,23,1451,292,1052,265,72900
9546,-120.71,37.38,14,1979,432,1756,382,71400
9547,-120.84,37.4,7,2773,530,1374,505,103800
9548,-120.86,37.4,17,3511,636,1904,617,113900
9549,-120.84,37.43,32,2892,521,1580,484,164500
9550,-120.94,37.4,32,1175,208,774,222,109400
9551,-120.88,37.37,24,1294,222,684,221,103100
9552,-120.89,37.33,27,2692,481,1518,447,94200
9553,-120.64,37.38,21,3157,637,2268,620,70400
